title,authors_name,conference_name,published_year,school_institution,domain
"```json
{
    ""title"": ""Talking with Familiar Strangers: An Empirical Study on HTTPS Context Confusion Attacks""
}
```","```json
{
    ""authors"": ""Mingming Zhang, Xiaofeng Zheng, Kaiwen Shen, Ziqiao Kong, Chaoyi Lu, Yu Wang, Haixin Duan, Shuang Hao, Baojun Liu, Min Yang""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""Institute for Network Sciences and Cyberspace, Tsinghua University, QI-ANXIN Group, University of Texas at Dallas, Department of Computer Science and Technology, Tsinghua University, Fudan University""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""Talos: Neutralizing Vulnerabilities with Security Workarounds for Rapid Response""
}","{
    ""authors"": ""Zhen Huang, Mariana D’Angelo, Dhaval Miyani, David Lie""
}","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""University of Toronto""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"```json
{
    ""title"": ""TaoStore: Overcoming Asynchronicity in Oblivious Data Storage""
}
```","```json
{
    ""authors"": ""Cetin Sahin, Victor Zakhary, Amr El Abbadi, Huijia Lin, Stefano Tessaro""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""University of California, Santa Barbara""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""Targeted Online Password Guessing: An Underestimated Threat""
}
```","```json
{
    ""authors"": ""Ding Wang, Zijian Zhang, Ping Wang, Jeff Yan, Xinyi Huang""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2016""
}
```","{
    ""school"": ""School of EECS, Peking University, School of Computing and Communications, Lancaster University, School of Mathematics and Computer Science, Fujian Normal University""
}","```json
{
    ""research_domain"": ""password security""
}
```"
"{
    ""title"": ""PMTUD is not Panacea: Revisiting IP Fragmentation Attacks against TCP""
}","```json
{
    ""authors"": ""Xuewei Feng, Qi Liyz, Kun Sunx, Ke Xu, Baojun Liuy, Xiaofeng Zheng, Qiushi Yang, Haixin Duan, Zhiyun Qian""
}
```","```json
{
    ""conference"": ""NDSS""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""school"": ""Tsinghua University, George Mason University, UC Riverside""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""TEEzz: Fuzzing Trusted Applications on COTS Android Devices""
}","```json
{
    ""authors"": ""Marcel Busch, Aravind Machiry, Chad Spensky, Giovanni Vigna, Christopher Kruegel, Mathias Payer""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""EPFL, Purdue University, Allthenticate, UC Santa Barbara""
}
```","```json
{
    ""research_domain"": ""embedded systems security""
}
```"
"{
    ""title"": ""TELEPATH : A Minecraft-based Covert Communication System""
}","```json
{
    ""authors"": ""Zhen Sun, Vitaly Shmatikov""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""Cornell Tech""
}
```","```json
{
    ""research_domain"": ""censorship circumvention""
}
```"
"```json
{
    ""title"": ""Temporal Lensing and its Application in Pulsing Denial-of-Service Attacks""
}
```","```json
{
    ""authors"": ""Ryan Rasti, Mukul Murthy, Nicholas Weaver, Vern Paxson""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""UC Berkeley, ICSI, VMware""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""TESEC: Accurate Server-side Attack Investigation for Web Applications""
}","```json
{
    ""authors"": ""Ruihua Wang, Yihao Peng, Yilun Sun, Xuancheng Zhang, Hai Wan, Xibin Zhao""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2023""
}
```","{
    ""school"": ""School of Software, Tsinghua University""
}","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""Tesseract: Real-Time Cryptocurrency Exchange Using Trusted Hardware""
}","```json
{
    ""authors"": ""Iddo Bentov, Yan Ji, Fan Zhang, Lorenz Breidenbach, Philip Daian, Ari Juels""
}
```","```json
{
    ""conference"": ""CCS""
}
```","{
    ""year"": ""2019""
}","```json
{
    ""school"": ""Cornell Tech, ETH Zürich""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"{
    ""title"": ""The Art and Craft of Fraudulent App Promotion in Google Play""
}","```json
{
    ""authors"": ""Mizanur Rahman, Nestor Hernandez, Ruben Recabarren, Syed Ishtiaque Ahmed, Bogdan Carbunar""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Amazon, FIU, University of Toronto""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""The Attack of the Clones: A Study of the Impact of Shared Code on Vulnerability Patching""
}","```json
{
    ""authors"": ""Antonio Nappa, Richard Johnson, Leyla Bilge, Juan Caballero, Tudor Dumitras""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""IMDEA Software Institute, University of Maryland, College Park, Symantec Research Labs, Universidad Politécnica de Madrid""
}
```","```json
{
    ""research_domain"": ""malware analysis and detection""
}
```"
"```json
{
    ""title"": ""The Boon and Bane of Cross-Signing: Shedding Light on a Common Practice in Public Key Infrastructures""
}
```","```json
{
    ""authors"": ""Jens Hiller, Johanna Amann, Oliver Hohlfeld""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""RWTH Aachen University, ICSI, Corelight, LBNL, Brandenburg University of Technology""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""The Cards Aren’t Alright: Detecting Counterfeit Gift Cards Using Encoding Jitter""
}","{
    ""authors"": ""Nolen Scaife, Christian Peeters, Camilo Velez, Hanqing Zhao, Patrick Traynor, David Arnold""
}","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""University of Florida""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""The Catcher in the Field: A Fieldprint based Spoofing Detection for Text-Independent Speaker Verification""
}","```json
{
    ""authors"": ""Chen Yan, Yan Long, Xiaoyu Ji, Wenyuan Xu""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Zhejiang University""
}
```","```json
{
    ""research_domain"": ""authentication mechanisms""
}
```"
"```json
{
    ""title"": ""The Code That Never Ran: Modeling Attacks on Speculative Evaluation""
}
```","```json
{
    ""authors"": ""Craig Disselkoen, Radha Jagadeesan, Alan Jeffrey, James Riely""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""University of California San Diego, Mozilla Research, DePaul University""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""The Cookie Hunter: Automated Black-box Auditing for Web Authentication and Authorization Flaws""
}","```json
{
    ""authors"": ""Kostas Drakonakis, Sotiris Ioannidis, Jason Polakis""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""FORTH ICS, Greece, Technical University of Crete, Greece, University of Illinois at Chicago, USA""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"```json
{
    ""title"": ""The Cracked Cookie Jar: HTTP Cookie Hijacking and the Exposure of Private Information""
}
```","```json
{
    ""authors"": ""Suphannee Sivakorn, Iasonas Polakis, Angelos D. Keromytis""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""Columbia University""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"```json
{
    ""title"": ""The Feasibility of Dynamically Granted Permissions: Aligning Mobile Privacy with User Preferences""
}
```","```json
{
    ""authors"": ""Primal Wijesekera, Arjun Baokar, Lynn Tsai, Joel Reardon, Serge Egelman, David Wagner, Konstantin Beznosov""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""University of British Columbia, University of California, Berkeley""
}
```","```json
{
    ""research_domain"": ""access control and authorization""
}
```"
"```json
{
    ""title"": ""The Gap Game""
}
```","```json
{
    ""authors"": ""Itay Tsabary, Ittay Eyal""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Technion""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"{
    ""title"": ""The Honey Badger of BFT Protocols""
}","```json
{
    ""authors"": ""Andrew Miller, Yu Xia, Kyle Croman, Elaine Shi, Dawn Song""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""University of Illinois, Urbana-Champaign, Tsinghua University, Cornell University, University of California, Berkeley""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"{
    ""title"": ""The Many Kinds of Creepware Used for Interpersonal Attacks""
}","```json
{
    ""authors"": ""Kevin A. Roundy, Paula Barmaimon Mendelberg, Nicola Dell, Damon McCoy, Daniel Nissani, Thomas Ristenpart, Acar Tamersoy""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2020""
}
```","{
    ""school"": ""NortonLifeLock Research Group, Cornell Tech, New York University""
}","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""The Misuse of Android Unix Domain Sockets and Security Implications""
}","```json
{
    ""authors"": ""Yuru Shao, Jason Ott, Yunhan Jack Jia, Zhiyun Qian, Z. Morley Mao""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2016""
}
```","{
    ""school"": ""University of Michigan, University of California, Riverside""
}","```json
{
    ""research_domain"": ""mobile browser security""
}
```"
"```json
{
    ""title"": ""The Ring of Gyges: Investigating the Future of Criminal Smart Contracts""
}
```","```json
{
    ""authors"": ""Ari Juels, Ahmed Kosba, Elaine Shi""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""Cornell Tech, University of Maryland, Cornell University""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"{
    ""title"": ""The Rise of the Citizen Developer: Assessing the Security Impact of Online App Generators""
}","```json
{
    ""authors"": ""Marten Oltrogge, Erik Derr, Christian Stranksy, Yasemin Acar, Sascha Fahl, Christian Rossow, Giancarlo Pellegrino, Sven Bugiel, Michael Backes""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""CISPA, Saarland University, Stanford University, Leibniz University Hannover""
}
```","```json
{
    ""research_domain"": ""mobile application security""
}
```"
"```json
{
    ""title"": ""The Shadow Nemesis: Inference Attacks on Efﬁciently Deployable, Efﬁciently Searchable Encryption""
}
```","{
    ""authors"": ""David Pouliot, Charles V. Wright""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""Portland State University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""TheSICILIAN Defense: Signature-based Whitelisting of Web JavaScript""
}
```","```json
{
    ""authors"": ""Pratik Soni, Enrico Budianto, Prateek Saxena""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""National University of Singapore""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"```json
{
    ""title"": ""The Spyware Used in Intimate Partner Violence""
}
```","```json
{
    ""authors"": ""Rahul Chatterjee, Periwinkle Doerﬂer, Hadas Orgad, Sam Havron, Jackeline Palmer, Diana Freed, Karen Levy, Nicola Dell, Damon McCoy, Thomas Ristenpart""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Cornell Tech, New York University, Technion, Cornell University, Hunter College""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""The State of the Uniform: Attacks on Encrypted Databases Beyond the Uniform Query Distribution""
}","{
    ""authors"": ""Evgenios M. Kornaropoulos, Charalampos Papamanthou, Roberto Tamassia""
}","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""UC Berkeley, University of Maryland, Brown University""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""The Value of Collaboration in Convex Machine Learning with Differential Privacy""
}","{
    ""authors"": ""Nan Wu, Farhad Farokhi, David Smith, Mohamed Ali Kaafar""
}","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2020""
}","{
    ""school"": ""Macquarie University, CSIRO’s Data61, The University of Melbourne, Australian National University""
}","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""The Web’s Sixth Sense: A Study of Scripts Accessing Smartphone Sensors""
}","```json
{
    ""authors"": ""Anupam Das, Gunes Acar, Nikita Borisov, Amogh Pradeep""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""North Carolina State University, Princeton University, University of Illinois at Urbana-Champaign, Northeastern University""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""The “Web/Local” Boundary Is Fuzzy: A Security Study of Chrome’s Process-based Sandboxing""
}","```json
{
    ""authors"": ""Yaoqi Jia, Zheng Leong Chua, Hong Hu, Shuo Chen, Prateek Saxena, Zhenkai Liang""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""National Univ. of Singapore, Microsoft Research""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""The State of the SameSite: Studying the Usage, Effectiveness, and Adequacy of SameSite Cookies""
}","{
    ""authors"": ""Soheil Khodayari, Giancarlo Pellegrino""
}","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""school"": ""CISPA Helmholtz Center for Information Security""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""Three Birds with One Stone: Efficient Partitioning Attacks on Interdependent Cryptocurrency Networks""
}","```json
{
    ""authors"": ""Muhammad Saad, David Mohaisen""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""PayPal, University of Central Florida""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"{
    ""title"": ""Threshold Password-Hardened Encryption Services""
}","```json
{
    ""authors"": ""Julian Brost, Christoph Egger, Russell W. F. Lai, Fritz Schmid, Dominique Schröder, Markus Zoppelt""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""Friedrich-Alexander University Erlangen-Nuremberg, Nuremberg Institute of Technology""
}
```","```json
{
    ""research_domain"": ""password security""
}
```"
"{
    ""title"": ""Threshold Signatures in the Multiverse""
}","{
    ""authors"": ""Leemon Baird, Sanjam Garg, Abhishek Jain, Pratyay Mukherjee, Rohit Sinha, Mingyuan Wang, Yinuo Zhang""
}","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2023""
}","```json
{
    ""school"": ""UC Berkeley, Johns Hopkins University, Swirlds Labs, NTT Research, Supra Oracles, Meta""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"{
    ""title"": ""Throwing Darts in the Dark? Detecting Bots with Limited Data using Neural Data Augmentation""
}","{
    ""authors"": ""Steve T.K. Jan, Qingying Hao, Tianrui Hu, Jiameng Pu, Sonal Oswal, Gang Wang, Bimal Viswanath""
}","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2020""
}","{
    ""school"": ""University of Illinois at Urbana-Champaign, Virginia Tech, Radware""
}","```json
{
    ""research_domain"": ""botnet detection""
}
```"
"{
    ""title"": ""Throwing Darts in the Dark? Detecting Bots with Limited Data using Neural Data Augmentation""
}","{
    ""authors"": ""Steve T.K. Jan, Qingying Hao, Tianrui Hu, Jiameng Pu, Sonal Oswal, Gang Wang, Bimal Viswanath""
}","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2020""
}","{
    ""school"": ""University of Illinois at Urbana-Champaign, Virginia Tech, Radware""
}","```json
{
    ""research_domain"": ""botnet detection""
}
```"
"{
    ""title"": ""Thwarting Memory Disclosure with Efficient Hypervisor-enforced Intra-domain Isolation""
}","{
    ""authors"": ""Yutao Liu, Tianyu Zhou, Kexin Chen, Haibo Chen, Yubin Xia""
}","```json
{
    ""conference"": ""CCS""
}
```","{
    ""year"": ""2015""
}","```json
{
    ""school"": ""Shanghai Key Laboratory of Scalable Computing and Systems, Institute of Parallel and Distributed Systems, Shanghai Jiao Tong University""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""Time-Print: Authenticating USB Flash Drives with Novel Timing Fingerprints""
}","```json
{
    ""authors"": ""Patrick Cronin, Xing Gao, Haining Wang, Chase Cotton""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2022""
}
```","{
    ""school"": ""University of Delaware, Virginia Tech""
}","```json
{
    ""research_domain"": ""authentication mechanisms""
}
```"
"{
    ""title"": ""Tiresias: Predicting Security Events Through Deep Learning""
}","```json
{
    ""authors"": ""Yun Shen, Enrico Mariconti, Pierre-Antoine Vervier, Gianluca Stringhini""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Symantec Research Labs, University College London, Boston University""
}
```","```json
{
    ""research_domain"": ""deep learning for cybersecurity""
}
```"
"```json
{
    ""title"": ""TokenScope: Automatically Detecting Inconsistent Behaviors of Cryptocurrency Tokens in Ethereum""
}
```","```json
{
    ""authors"": ""Ting Chen, Yufei Zhang, Zihao Li, Xiapu Luo, Ting Wang, Rong Cao, Xiuzhuo Xiao, Xiaosong Zhang""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""University of Electronic Science and Technology of China (UESTC), The Hong Kong Polytechnic University, Pennsylvania State University""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"```json
{
    ""title"": ""Toss a Fault to Your Witcher: Applying Grey-box Coverage-Guided Mutational Fuzzing to Detect SQL and Command Injection Vulnerabilities""
}
```","```json
{
    ""authors"": ""Erik Trickel, Fabio Pagani, Chang Zhu, Lukas Dresel, Giovanni Vigna, Christopher Kruegel, Ruoyu Wang, Tiffany Bao, Yan Shoshitaishvili, Adam Doupé""
}
```","{
    ""conference"": ""SP""
}","{
    ""year"": ""2023""
}","```json
{
    ""school"": ""Arizona State University, University of California, Santa Barbara""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"```json
{
    ""title"": ""Touching the Untouchables: Dynamic Security Analysis of the LTE Control Plane""
}
```","```json
{
    ""authors"": ""Hongil Kim, Jiho Lee, Eunkyu Lee, Yongdae Kim""
}
```","```json
{
    ""conference"": ""NDSS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""KAIST""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""Towards a Natural Perspective of Smart Homes for Practical Security and Safety Analyses""
}","```json
{
    ""authors"": ""Sunil Manandhar, Kevin Moran, Kaushal Kaﬂe, Ruhao Tang, Denys Poshyvanyk, Adwait Nadkarni""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""William & Mary""
}
```","```json
{
    ""research_domain"": ""iot security""
}
```"
"{
    ""title"": ""Towards Automated Safety Vetting of PLC Code in Real-World Plants""
}","```json
{
    ""authors"": ""Mu Zhang, Chien-Ying Chen, Bin-Chou Kao, Yassine Qamsane, Yuru Shao, Yikai Lin, Elaine Shi, Sibin Mohan, Kira Barton, James Moyne, Z. Morley Mao""
}
```","```json
{
    ""conference"": ""NDSS""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""Cornell University, University of Illinois at Urbana-Champaign, Information Trust Institute, University of Michigan""
}
```","```json
{
    ""research_domain"": ""embedded systems security""
}
```"
"{
    ""title"": ""Towards Automatic Generation of Security-Centric Descriptions for Android Apps""
}","```json
{
    ""authors"": ""Mu Zhang, Yue Duan, Qian Feng, Heng Yin""
}
```","```json
{
    ""conference"": ""CCS""
}
```","{
    ""year"": ""2015""
}","{
    ""school"": ""NEC Labs America, Inc., Department of EECS, Syracuse University, USA""
}","```json
{
    ""research_domain"": ""mobile browser security""
}
```"
"{
    ""title"": ""Towards Continuous Access Control Validation and Forensics""
}","{
    ""authors"": ""Chengcheng Xiang, Yudong Wu, Bingyu Shen, Mingyao Shen, Haochen Huang, Tianyin Xu, Yuanyuan Zhou, Cindy Moore, Xinxin Jin, Tianwei Sheng""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""University of California, San Diego, University of Illinois Urbana-Champaign, Whova, Inc.""
}
```","```json
{
    ""research_domain"": ""access control and authorization""
}
```"
"{
    ""title"": ""Towards Effective Differential Privacy Communication for Users’ Data Sharing Decision and Comprehension""
}","{
    ""authors"": ""Aiping Xiong, Tianhao Wang, Ninghui Li, Somesh Jha""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2020""
}","```json
{
    ""school"": ""Penn State University, Purdue University, University of Wisconsin-Madison""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Towards Fine-grained Network Security Forensics and Diagnosis in the SDN Era""
}","```json
{
    ""authors"": ""Haopei Wang, Guangliang Yang, Phakpoom Chinprutthiwong, Lei Xu, Yangyong Zhang, Guofei Gu""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Texas A&M University""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""Towards Making Systems Forget with Machine Unlearning""
}","{
    ""authors"": ""Yinzhi Cao, Junfeng Yang""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2015""
}","```json
{
    ""school"": ""Columbia University""
}
```","```json
{
    ""research_domain"": ""machine learning for cybersecurity""
}
```"
"{
    ""title"": ""Towards Practical Differentially Private Convex Optimization""
}","```json
{
    ""authors"": ""Roger Iyengar, Om Thakkar, Joseph P. Near, Abhradeep Thakurta, Dawn Song, Lun Wang""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""Carnegie Mellon University, Boston University, University of California, Berkeley, University of California, Santa Cruz, Peking University""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Towards Realistic Membership Inferences: The Case of Survey Data""
}","```json
{
    ""authors"": ""Luke A. Bauer, Vincent Bindschaedler""
}
```","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""University of Florida""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""Towards a Rigorous Statistical Analysis of Empirical Password Datasets""
}","```json
{
    ""authors"": ""Jeremiah Blocki, Peiyuan Liu""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""Purdue University""
}
```","```json
{
    ""research_domain"": ""password security""
}
```"
"{
    ""title"": ""Town Crier: An Authenticated Data Feed for Smart Contracts""
}","```json
{
    ""authors"": ""Fan Zhang, Ethan Cecchetti, Kyle Croman, Ari Juels, Elaine Shi""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""Cornell University, Cornell Tech, Jacobs Institute""
}
```","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"```json
{
    ""title"": ""Tracking Certiﬁcate Misissuance in the Wild""
}
```","```json
{
    ""authors"": ""Deepak Kumar, Zhengping Wang, Matthew Hyder, Joseph Dickinson, Gabrielle Beck, David Adrian, Joshua Mason, Zakir Durumeric, J. Alex Halderman, Michael Bailey""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""University of Illinois Urbana-Champaign, University of Michigan, Stanford University""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""Tracking Ransomware End-to-end""
}","```json
{
    ""authors"": ""Danny Yuxing Huang, Maxwell Matthaios Aliapoulios, Vector Guo Li, Luca Invernizzi, Kylie McRoberts, Elie Bursztein, Jonathan Levin, Kirill Levchenko, Alex C. Snoeren, Damon McCoy""
}
```","{
    ""conference"": ""SP""
}","{
    ""year"": ""2018""
}","```json
{
    ""school"": ""Princeton University, New York University, University of California, San Diego, Google Inc, Chainalysis""
}
```","```json
{
    ""research_domain"": ""ransomware detection and mitigation""
}
```"
"{
    ""title"": ""Tracking Users across the Web via TLS Session Resumption""
}","```json
{
    ""authors"": ""Erik Sy, Christian Burkert, Hannes Federrath, Mathias Fischer""
}
```","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""University of Hamburg""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"{
    ""title"": ""TrafficSliver: Fighting Website Fingerprinting Attacks with Traffic Splitting""
}","```json
{
    ""authors"": ""Wladimir De la Cadena, Asya Mitseva, Jens Hiller, Jan Pennekamp, Sebastian Reuter, Julian Filter, Thomas Engel, Klaus Wehrle, Andriy Panchenko""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2020""
}
```","{
    ""school"": ""University of Luxembourg, Brandenburg Technical University, RWTH Aachen University""
}","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""TRAKS: A Universal Key Management Scheme for ERTMS""
}","```json
{
    ""authors"": ""Richard J. Thomas, Mihai Ordean, Tom Chothia, Joeri de Ruiter""
}
```","```json
{
    ""conference"": ""ACSAC""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""University of Birmingham, Radboud University""
}
```","```json
{
    ""research_domain"": ""key management""
}
```"
"```json
{
    ""title"": ""Transcending T RANSCEND : Revisiting Malware Classiﬁcation in the Presence of Concept Drift""
}
```","```json
{
    ""authors"": ""Federico Barbero, Feargus Pendlebury, Fabio Pierazzi, Lorenzo Cavallaro""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""school"": ""King’s College London, Royal Holloway, University of London, The Alan Turing Institute, University of Cambridge, University College London""
}
```","```json
{
    ""research_domain"": ""malware analysis and detection""
}
```"
"{
    ""title"": ""Transparent Data Deduplication in the Cloud""
}","```json
{
    ""authors"": ""Frederik Armknecht, Jens-Matthias Bohli, Ghassan O. Karame, Franck Youssef""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""University of Mannheim, NEC Laboratories Europe""
}
```","```json
{
    ""research_domain"": ""cloud security""
}
```"
